,depth,element,height,parentNode,text,width,x,xpath,y,attributes.charset,attributes.content,attributes.name,attributes.href,attributes.rel,attributes.sizes,attributes.itemprop,attributes.class,attributes.id,attributes.aria-label,attributes.style,attributes.data-ogsr-up,attributes.target,attributes.height,attributes.viewBox,attributes.width,attributes.xmlns,attributes.jsaction,attributes.jscontroller,attributes.jsdata,attributes.aria-controls,attributes.aria-expanded,attributes.aria-haspopup,attributes.data-ved,attributes.jsname,attributes.role,attributes.tabindex,attributes.aria-hidden,attributes.alt,attributes.src,attributes.enable-background,attributes.focusable,attributes.ping,attributes.action,attributes.data-submitfalse,attributes.method,attributes.jsmodel,attributes.type,attributes.aria-autocomplete,attributes.autocapitalize,attributes.autocomplete,attributes.autocorrect,attributes.maxlength,attributes.spellcheck,attributes.title,attributes.value,attributes.data-input-has-text,attributes.data-view-type,attributes.data-is-ios-gsa,attributes.data-async-context,attributes.data-async-context-required,attributes.data-async-type,attributes.data-jiis,attributes.aria-current,attributes.data-hveid,attributes.data-short-label,attributes.data-spl,attributes.data-sokoban-container,attributes.data-header-feature,attributes.data-atf,attributes.data-frt,attributes.aria-level,attributes.data-content-feature,price,attributes.data-babe,attributes.data-cgae,attributes.data-cuc,attributes.data-uss,attributes.jsshadow,attributes.jsslot,attributes.aria-disabled,attributes.aria-pressed,attributes.data-alert-message,attributes.data-cid,attributes.data-scr,attributes.data-enable-product-traversal,attributes.data-ft,attributes.data-num-of-products,attributes.data-serialized-chip-data-in-stick-param,attributes.data-sti,attributes.data-stick-param,attributes.data-enable-reviews-cache,attributes.data-feature-type,attributes.data-gl,attributes.data-ipn,attributes.data-pge,attributes.data-ppn,attributes.data-async-trigger,attributes.decode-data-ved,attributes.data-focus,attributes.data-gid,attributes.data-iid,attributes.data-index,attributes.data-mid,attributes.data-oid,attributes.data-pid,attributes.data-pvf,attributes.data-pvt,attributes.data-rds,attributes.data-siid,attributes.data-spdr,attributes.data-upa,attributes.data-vc,attributes.data-vsc,attributes.data-is-hidden,attributes.data-deferred,attributes.data-src,attributes.aria-live,attributes.data-async-rclass,attributes.data-initq,attributes.data-it,attributes.data-qc,attributes.data-bs,attributes.data-sgrd,attributes.data-lk,attributes.data-q,attributes.data-uda,attributes.data-md,attributes.data-attrid,attributes.overflow,attributes.data-df,attributes.data-m,attributes.aria-valuetext,attributes.data-ves,attributes.data-vid,attributes.data-vss,attributes.allow,attributes.frameborder,attributes.data-tts,attributes.data-tts-text,attributes.data-async-fc,attributes.data-async-fcv,attributes.data-async-ons,attributes.data-count,attributes.data-iu,attributes.data-h,attributes.data-nr,attributes.data-docid,attributes.data-lpage,attributes.data-bla,attributes.data-ni,attributes.data-veid,attributes.data-m_t,attributes.data-rc_f,attributes.data-rc_ludocids,attributes.data-ru_gwp,attributes.data-ru_lqi,attributes.data-trex_id,attributes.data-br,attributes.data-lob,attributes.data-o,attributes.data-e,attributes.data-i,attributes.data-nc,attributes.data-rtc,attributes.data-url,attributes.data-closelabel,attributes.data-expand-on-click,attributes.data-openlabel,attributes.data-dir,attributes.data-carousel-padding,attributes.data-has-lerp,attributes.data-visible,attributes.data-fc,attributes.data-sd,attributes.data-xu-flt-unit,attributes.data-u,attributes.data-ei,attributes.data-ucsi,attributes.data-pcs,attributes.data-biw,attributes.aria-labelledby,attributes.data-eom-state,attributes.__is_owner,attributes.data-dismiss,attributes.jsowner,attributes.data-bucket,attributes.data-psd-ssc
376,32,DIV,152.0,DIV,,152.0,16.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[1]/div/div[2],640.0,,,,,,,,yLpHtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,30,DIV,334.0,G-INNER-CARD.zj3nWc.lJK4uc.wOt4nf.Wi7Vfd.Nplhsf.VoEfsd,Tarte Makeup Tarte 12 Hour Amazonian Clay Blush$29.00SSephoraand 10+ stores(9k+)7+ highlights…you can wear it on its own or you can add some color on top…Essie Button,152.0,16.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2],792.0,,,,,,,,NcgzWb Nplhsf,,,,,,,,,,,,,,,,,f2d3ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,31,DIV,158.0,DIV.NcgzWb.Nplhsf,Tarte Makeup Tarte 12 Hour Amazonian Clay Blush$29.00SSephoraand 10+ stores(9k+),128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1],804.0,,,,,,,,Nplhsf,,,,,,,,,,click:trigger.oLMRYb; clickmod:trigger.oLMRYb; auxclick:trigger.oLMRYb,,,,,,2ahUKEwig7J3o5v73AhWbhY4IHVlrCaIQrogGegQIIBAJ,,link,0,,,,,,,,,,,,,,,,,,Go to product viewer for this item.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,32,DIV,48.0,DIV.Nplhsf,Tarte Makeup Tarte 12 Hour Amazonian Clay Blush,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[1],804.0,,,,,,,,sjNxlc PZOoVe Ru28Ob,,,,,,,,,,,,,,,,,r4nke,heading,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,33,SPAN,89.0,DIV.sjNxlc.PZOoVe.Ru28Ob,Tarte Makeup Tarte 12 Hour Amazonian Clay Blush,116.5,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[1]/span,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,link,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,32,DIV,104.0,DIV.Nplhsf,$29.00SSephoraand 10+ stores(9k+),128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2],858.0,,,,,,,,AbRgkc UpysS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,33,DIV,72.0,DIV.AbRgkc.UpysS,$29.00SSephoraand 10+ stores,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1],858.0,,,,,,,,Vb9vaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,34,DIV,72.0,DIV.Vb9vaf,$29.00SSephoraand 10+ stores,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,35,DIV,24.0,DIV,$29.00,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[1],858.0,,,,,,,,vy5bA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,36,SPAN,17.0,DIV.vy5bA,$29.00,48.9375,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[1]/span,861.0,,,,,,,,Ca9OG,,,,,,,,,,,,,,,,,HWyexd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,35,DIV,48.0,DIV,SSephoraand 10+ stores,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2],882.0,,,,,,,,M0gUn,,,,,,,,,,,,,,,,,aPyIbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,36,DIV,24.0,DIV.M0gUn,SSephora,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1],882.0,,,,,,,,NemW5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,37,DIV,16.0,DIV.NemW5e,S,24.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1]/div,886.265625,,,,,,,,kFkKbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,38,DIV,16.0,DIV.kFkKbc,S,18.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1]/div/div,886.265625,,,,,,,,ZZ1hP Z1AH7c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,39,DIV,16.0,DIV.ZZ1hP.Z1AH7c,S,16.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1]/div/div/div,886.265625,,,,,,,,tgt1Rb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,40,DIV,16.0,DIV.tgt1Rb,S,16.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1]/div/div/div/div,886.265625,,,,,,,,PtFWkc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,41,IMG,16.0,DIV.PtFWkc,,16.0,28.0,//*[@id='fvc_1'],886.265625,,,,,,,,uH3eqb F3Utw,fvc_1,,height:16px;width:16px,,,,,,,error:JqRO3d,l51Mie,,,,,,,,,,Sephora,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAADUklEQVRYhc2XPWscVxSGn3Mns1drg8ayJRY1YmXJEMNqJYHduFPIB0iVAzEkP8KNGzep0rgM+gUpbAxqXMVgosidCxdWkSVOJAs2EG1EBNKuFLHZGWZOih2t16v9mJkqb3WZOee8DzP3njkjJJeXy+VXVfQThGWNKIrgAajSEEMVZVtUtny/+RxoJCkqIyOsveGqPET4GsgnhG2iPA1EH9Fq7WYFyLvWfgdyH3CHFZm4coXjer3frQB0PWi1vgWa/QJMv4vW2nnX2tcgD0aZ3751Cz8IBt12QR641r621s4nAnBddzlEXoGUhhmf6/PPPuXs7GxElJRC5JXrustDAay182qcFwJTSczn5+aYnb2eJBSBKTXOi94n0Q2Qj+BZUnOAe/e+4vT0NGk4AlMRPKNrM3cA4g2X6LGfa211FWP6bqNhGKW2VzeAtTfi3Z5YnuextLSE542nBACQ+23PGMBVeciI3d6rxXIZ13UpFAoZAHBjTwzgxU0mlW7e/BiAmZmZLADEnp7J5cbWSN7hOpqenu4AWGuzIORzubE1o8JKluzLly4BYK1l7nqyo9grFVYMwoXmkETd3a9USnV43ktYNhpRzJLbqL//2C2Wy5n8NaJozj+pafXn/n5nXS4vZAIQwUvbRTra29vrrBcWsgEAGNVkg0OvdnZ3CcMQgEKhwMTEROoaqjSMGKpZAI6Pj9mPX4PjOMwWi6lriKFqULazAABUKpXOenJyMn0BZduIylZWgF+6ABzHSZ0vKlsmHiD7jkuj9Pbtb531yclJ2vSm7zefG6CB8jQLwPlJUFWqf1TTJbc9GwYgEH0EDBzsBqlWq6GqHBwcUKv9lSY1iD3jeaDV2gVdTwtQb9SJooifNjdR1RSZun4+rncaUXt01srgpIuKorbpxsZGGvNKPKbzAQDQNHBX4TBpKW98nL137/h562Uyazg0cJeuTf/B2QnD8MgxsqlivhS4PKrg4tIiv+/s8GZ7dCtROJQo/ML3/V+7r1/4FgRBsO2gd5K8jmtXr/L4yZOR5qAVB70TBMEF0r7dIwzDoygMf3A+csZAbg+KOzo65vT0n2HOAej3Qav1TRiGf/cL+F//nPbKy+XG1lRYGf57zkvf//dHEv6e/wfnQzLfIELmpwAAAABJRU5ErkJggg==",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,41,DIV,0.0,DIV.PtFWkc,S,0.0,0.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1]/div/div/div/div/div,0.0,,,,,,,,FvuBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,42,SPAN,0.0,DIV.FvuBY,S,0.0,0.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1]/div/div/div/div/div/span,0.0,,,,,,,,Zks41e,,,background-color:#FCC934;height:16px;width:16px;line-height:16px;font-size:14px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,37,SPAN,17.0,DIV.NemW5e,Sephora,60.5,52.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[1]/span,885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,36,DIV,24.0,DIV.M0gUn,and 10+ stores,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[1]/div/div[2]/div[2],906.0,,,,,,,,JwGc3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,33,DIV,32.0,DIV.AbRgkc.UpysS,(9k+),128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[2],930.0,,,,,,,,TskR3d,,Rated 4.7 out of 5. Rated by 9k+ reviews.,,,,,,,,,,,,,,,,img,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,34,SPAN,17.0,DIV.TskR3d,,64.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[2]/span[1],941.0,,,,,,,,Xpfyid,,,,,,,,,,,,,,,,,cypjM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,35,SPAN,12.0,SPAN.Xpfyid,,64.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[2]/span[1]/span,944.0,,,,,,,,Fam1ne QjH6g,,,,,,,,,,,,,,,,,,img,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,36,SPAN,12.0,SPAN.Fam1ne.QjH6g,,58.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[2]/span[1]/span/span,944.0,,,,,,,,,,,width:58px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,34,SPAN,17.0,DIV.TskR3d,(9k+),36.90625,96.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[1]/div[2]/div[2]/span[2],941.0,,,,,,,,ZS5Ajd,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,31,DIV,148.0,DIV.NcgzWb.Nplhsf,7+ highlights…you can wear it on its own or you can add some color on top…Essie Button,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[2],962.0,,,,,,,,,,,,,,,,,,,,,,,,,M23RGd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCAQDg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,32,DIV,148.0,DIV,7+ highlights…you can wear it on its own or you can add some color on top…Essie Button,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[2]/div,962.0,,,,,,,,ulWL4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,33,DIV,9.0,DIV.ulWL4d,,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[2]/div/div[1],970.0,,,,,,,,fM19p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,33,SPAN,28.0,DIV.ulWL4d,7+ highlights,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[2]/div/span,979.0,,,,,,,,,,,,,,,,,,click:trigger.oLMRYb; clickmod:trigger.oLMRYb; auxclick:trigger.oLMRYb,,,,,,,,button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,34,DIV,28.0,SPAN,7+ highlights,128.0,28.0,//*[@id='rso']/div[2]/g-card/div/div[2]/div/div/div/g-card/div/div[2]/div/div[1]/g-scrolling-carousel/div/div[1]/div/div[1]/div/div/div/g-inner-card/div[2]/div[2]/div/span/div,979.0,,,,,,,,CtRRIe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
